timestamp,cpu_percent,rss_mb,vms_mb
1750579579.624025,0.0,46.21484375,57.53515625
1750579580.6250558,0.0,46.21484375,57.53515625
1750579581.6258569,0.0,46.21484375,57.53515625
1750579582.6267936,0.0,46.21484375,57.53515625
1750579583.627541,0.0,46.21484375,57.53515625
1750579584.6281295,0.0,46.21484375,57.53515625
1750579585.6291256,0.0,46.21484375,57.53515625
1750579586.6304166,0.0,46.21484375,57.53515625
1750579587.6311371,0.0,46.21484375,57.53515625
1750579588.6315336,0.0,46.21484375,57.53515625
1750579589.6328425,0.0,46.21484375,57.53515625
1750579590.6340144,0.0,46.21484375,57.53515625
1750579591.634833,0.0,46.21484375,57.53515625
1750579592.6357987,0.0,46.21484375,57.53515625
1750579593.6367419,0.0,46.21484375,57.53515625
1750579594.6376624,0.0,46.21484375,57.53515625
1750579595.638162,0.0,46.21484375,57.53515625
1750579596.6393867,0.0,46.21484375,57.53515625
1750579597.6401057,0.0,46.21484375,57.53515625
1750579598.6403968,0.0,46.21484375,57.53515625
1750579599.6416025,0.0,46.21484375,57.53515625
1750579600.6419778,0.0,46.21484375,57.53515625
1750579601.6433609,0.0,46.21484375,57.53515625
1750579602.644623,0.0,46.21484375,57.53515625
1750579603.6458497,0.0,46.21484375,57.53515625
1750579604.6468518,0.0,46.21484375,57.53515625
1750579605.6478539,0.0,46.21484375,57.53515625
1750579606.6481376,0.0,46.21484375,57.53515625
1750579607.6492255,0.0,46.21484375,57.53515625
1750579608.6501966,0.0,46.21484375,57.53515625
1750579609.6513486,1.0,46.21484375,57.53515625
1750579610.6529484,0.0,46.21484375,57.53515625
1750579611.6543036,0.0,46.21484375,57.53515625
1750579612.655334,0.0,46.21484375,57.53515625
1750579613.6560333,0.0,46.21484375,57.53515625
1750579614.6570213,0.0,46.21484375,57.53515625
1750579615.6573772,0.0,46.21484375,57.53515625
1750579616.6583803,0.0,46.21484375,57.53515625
1750579617.6589086,0.0,46.21484375,57.53515625
1750579618.6595967,0.0,46.21484375,57.53515625
1750579619.6608732,0.0,46.21484375,57.53515625
1750579620.6618798,0.0,46.21484375,57.53515625
1750579621.6626873,0.0,46.21484375,57.53515625
1750579622.663854,0.0,46.21484375,57.53515625
1750579623.664913,0.0,46.21484375,57.53515625
1750579624.6654391,0.0,46.21484375,57.53515625
1750579625.6659398,0.0,46.21484375,57.53515625
1750579626.6672149,0.0,46.21484375,57.53515625
1750579627.668233,0.0,46.21484375,57.53515625
1750579628.6691723,0.0,46.21484375,57.53515625
1750579629.6700823,0.0,46.21484375,57.53515625
1750579630.671035,0.0,46.21484375,57.53515625
1750579631.6718857,0.0,46.21484375,57.53515625
1750579632.6728148,0.0,46.21484375,57.53515625
1750579633.673839,0.0,46.21484375,57.53515625
1750579634.674997,0.0,46.21484375,57.53515625
1750579635.6759717,0.0,46.21484375,57.53515625
1750579636.676565,0.0,46.21484375,57.53515625
1750579637.6775024,0.0,46.21484375,57.53515625
1750579638.678455,0.0,46.21484375,57.53515625
1750579639.679769,0.0,46.21484375,57.53515625
1750579640.6803558,0.0,46.21484375,57.53515625
1750579641.681535,0.0,46.21484375,57.53515625
1750579642.682314,0.0,46.21484375,57.53515625
1750579643.6838312,0.0,46.21484375,57.53515625
1750579644.6854215,2.0,46.21484375,57.53515625
1750579645.686774,0.0,46.21484375,57.53515625
1750579646.688065,0.0,46.21484375,57.53515625
1750579647.6891446,0.0,46.21484375,57.53515625
1750579648.6904554,0.0,46.21484375,57.53515625
1750579649.6911523,0.0,46.21484375,57.53515625
1750579650.692402,0.0,46.21484375,57.53515625
1750579651.6936266,0.0,46.21484375,57.53515625
1750579652.6943545,0.0,46.21484375,57.53515625
1750579653.6949406,0.0,46.21484375,57.53515625
1750579654.6959367,0.0,46.21484375,57.53515625
1750579655.697215,0.0,46.21484375,57.53515625
1750579656.6982708,0.0,46.21484375,57.53515625
1750579657.6989353,0.0,46.21484375,57.53515625
1750579658.6996868,0.0,46.21484375,57.53515625
1750579659.7006428,0.0,46.21484375,57.53515625
1750579660.701197,0.0,46.21484375,57.53515625
1750579661.7021928,0.0,46.21484375,57.53515625
1750579662.703122,0.0,46.21484375,57.53515625
1750579663.704105,0.0,46.21484375,57.53515625
1750579664.705312,0.0,46.21484375,57.53515625
1750579665.7057524,0.0,46.21484375,57.53515625
1750579666.7061532,0.0,46.21484375,57.53515625
1750579667.7073226,0.0,46.21484375,57.53515625
1750579668.7085767,0.0,46.21484375,57.53515625
1750579669.7098012,0.0,46.21484375,57.53515625
1750579670.7104995,0.0,46.21484375,57.53515625
1750579671.7113914,0.0,46.21484375,57.53515625
1750579672.712729,0.0,46.21484375,57.53515625
1750579673.7140014,0.0,46.21484375,57.53515625
1750579674.7150977,1.0,46.21484375,57.53515625
1750579675.7157273,0.0,46.21484375,57.53515625
1750579676.7172658,0.0,46.21484375,57.53515625
1750579677.7190359,0.0,46.21484375,57.53515625
1750579678.7201943,0.0,46.21484375,57.53515625
1750579679.7213674,0.0,46.21484375,57.53515625
1750579680.722183,0.0,46.21484375,57.53515625
1750579681.7233987,0.0,46.21484375,57.53515625
1750579682.7247732,0.0,46.21484375,57.53515625
1750579683.7256968,0.0,46.21484375,57.53515625
1750579684.7269003,0.0,46.21484375,57.53515625
1750579685.727484,0.0,46.21484375,57.53515625
1750579686.7283695,0.0,46.21484375,57.53515625
1750579687.7293167,0.0,46.21484375,57.53515625
1750579688.7303205,0.0,46.21484375,57.53515625
1750579689.73164,0.0,46.21484375,57.53515625
1750579690.7321143,0.0,46.21484375,57.53515625
1750579691.7333605,0.0,46.21484375,57.53515625
1750579692.7338548,0.0,46.21484375,57.53515625
1750579693.7347386,0.0,46.21484375,57.53515625
1750579694.7356062,0.0,46.21484375,57.53515625
1750579695.7368908,0.0,46.21484375,57.53515625
1750579696.737504,0.0,46.21484375,57.53515625
1750579697.7383268,0.0,46.21484375,57.53515625
1750579698.7386067,0.0,46.21484375,57.53515625
1750579699.739539,0.0,46.21484375,57.53515625
1750579700.7408452,0.0,46.21484375,57.53515625
1750579701.742062,0.0,46.21484375,57.53515625
1750579702.743031,0.0,46.21484375,57.53515625
1750579703.7433126,0.0,46.21484375,57.53515625
1750579704.7442071,0.0,46.21484375,57.53515625
1750579705.7447612,0.0,46.21484375,57.53515625
1750579706.7451992,0.0,46.21484375,57.53515625
1750579707.7464614,0.0,46.21484375,57.53515625
1750579708.746817,0.0,46.21484375,57.53515625
1750579709.7481723,1.0,46.21484375,57.53515625
1750579710.749778,0.0,46.21484375,57.53515625
1750579711.750884,0.0,46.21484375,57.53515625
1750579712.7517445,0.0,46.21484375,57.53515625
1750579713.7525914,0.0,46.21484375,57.53515625
1750579714.7530086,0.0,46.21484375,57.53515625
1750579715.7540224,0.0,46.21484375,57.53515625
1750579716.754719,0.0,46.21484375,57.53515625
1750579717.7558904,0.0,46.21484375,57.53515625
1750579718.7572088,0.0,46.21484375,57.53515625
1750579719.7584898,0.0,46.21484375,57.53515625
1750579720.7592316,0.0,46.21484375,57.53515625
1750579721.759846,0.0,46.21484375,57.53515625
1750579722.7611887,0.0,46.21484375,57.53515625
1750579723.7622137,0.0,46.21484375,57.53515625
1750579724.7635977,0.0,46.21484375,57.53515625
1750579725.7639055,0.0,46.21484375,57.53515625
1750579726.7649975,0.0,46.21484375,57.53515625
1750579727.7657032,0.0,46.21484375,57.53515625
1750579728.7669845,0.0,46.21484375,57.53515625
1750579729.7679214,0.0,46.21484375,57.53515625
1750579730.7688131,0.0,46.21484375,57.53515625
1750579731.7696743,0.0,46.21484375,57.53515625
1750579732.7709987,0.0,46.21484375,57.53515625
1750579733.7722282,0.0,46.21484375,57.53515625
1750579734.773417,0.0,46.21484375,57.53515625
1750579735.7745261,0.0,46.21484375,57.53515625
1750579736.775681,0.0,46.21484375,57.53515625
1750579737.7769866,0.0,46.21484375,57.53515625
1750579738.7779918,0.0,46.21484375,57.53515625
1750579739.778607,0.0,46.21484375,57.53515625
1750579740.7792048,0.0,46.21484375,57.53515625
1750579741.780324,0.0,46.21484375,57.53515625
1750579742.7818234,0.0,46.21484375,57.53515625
1750579743.7832522,0.0,46.21484375,57.53515625
1750579744.7843406,0.0,46.21484375,57.53515625
1750579745.7850916,0.0,46.21484375,57.53515625
1750579746.785376,0.0,46.21484375,57.53515625
1750579747.7866437,0.0,46.21484375,57.53515625
1750579748.787786,0.0,46.21484375,57.53515625
1750579749.78883,0.0,46.21484375,57.53515625
1750579750.790165,0.0,46.21484375,57.53515625
1750579751.7909534,0.0,46.21484375,57.53515625
1750579752.7915661,0.0,46.21484375,57.53515625
1750579753.7927814,0.0,46.21484375,57.53515625
1750579754.793391,1.0,46.21484375,57.53515625
1750579755.7941854,0.0,46.21484375,57.53515625
1750579756.794526,0.0,46.21484375,57.53515625
1750579757.7972276,0.0,46.21484375,57.53515625
1750579758.7981262,0.0,46.21484375,57.53515625
1750579759.799428,0.0,46.21484375,57.53515625
1750579760.8000584,0.0,46.21484375,57.53515625
1750579761.8009841,0.0,46.21484375,57.53515625
1750579762.801445,0.0,46.21484375,57.53515625
1750579763.8021212,0.0,46.21484375,57.53515625
1750579764.8024771,0.0,46.21484375,57.53515625
1750579765.803672,0.0,46.21484375,57.53515625
1750579766.8041031,0.0,46.21484375,57.53515625
1750579767.8051522,0.0,46.21484375,57.53515625
1750579768.8056011,0.0,46.21484375,57.53515625
1750579769.8058772,0.0,46.21484375,57.53515625
1750579770.806285,0.0,46.21484375,57.53515625
1750579771.8076465,0.0,46.21484375,57.53515625
1750579772.8088608,0.0,46.21484375,57.53515625
1750579773.809761,0.0,46.21484375,57.53515625
1750579774.8105597,0.0,46.21484375,57.53515625
1750579775.8120556,0.0,46.21484375,57.53515625
1750579776.813643,0.0,46.21484375,57.53515625
1750579777.8140929,0.0,46.21484375,57.53515625
1750579778.8144867,0.0,46.21484375,57.53515625
1750579779.8153255,0.0,46.21484375,57.53515625
1750579780.8156598,0.0,46.21484375,57.53515625
1750579781.8162334,0.0,46.21484375,57.53515625
1750579782.8171139,0.0,46.21484375,57.53515625
1750579783.8183188,0.0,46.21484375,57.53515625
1750579784.818755,1.0,46.21484375,57.53515625
