20250616032720,192.168.0.131,5111,192.168.0.121,55357,3,0.0-1.0,3156090,25248720,0.069,0,2147,0.000,0
20250616032721,192.168.0.131,5111,192.168.0.121,55357,3,1.0-2.0,3150210,25201680,0.054,0,2143,0.000,0
20250616032722,192.168.0.131,5111,192.168.0.121,55357,3,2.0-3.0,3151680,25213440,0.075,0,2144,0.000,0
20250616032723,192.168.0.131,5111,192.168.0.121,55357,3,3.0-4.0,3151680,25213440,0.070,0,2144,0.000,0
20250616032724,192.168.0.131,5111,192.168.0.121,55357,3,4.0-5.0,3151680,25213440,0.063,0,2144,0.000,0
20250616032725,192.168.0.131,5111,192.168.0.121,55357,3,5.0-6.0,3151680,25213440,0.073,0,2144,0.000,0
20250616032726,192.168.0.131,5111,192.168.0.121,55357,3,6.0-7.0,3150210,25201680,0.068,0,2143,0.000,0
20250616032727,192.168.0.131,5111,192.168.0.121,55357,3,7.0-8.0,3151680,25213440,0.047,0,2144,0.000,0
20250616032728,192.168.0.131,5111,192.168.0.121,55357,3,8.0-9.0,3151680,25213440,0.067,0,2144,0.000,1
20250616032729,192.168.0.131,5111,192.168.0.121,55357,3,9.0-10.0,3151680,25213440,0.080,0,2144,0.000,2
20250616032730,192.168.0.131,5111,192.168.0.121,55357,3,10.0-11.0,3151680,25213440,0.080,0,2144,0.000,1
20250616032731,192.168.0.131,5111,192.168.0.121,55357,3,11.0-12.0,3150210,25201680,0.067,0,2143,0.000,0
20250616032732,192.168.0.131,5111,192.168.0.121,55357,3,12.0-13.0,3151680,25213440,0.091,0,2144,0.000,3
20250616032733,192.168.0.131,5111,192.168.0.121,55357,3,13.0-14.0,3151680,25213440,0.074,0,2144,0.000,21
20250616032734,192.168.0.131,5111,192.168.0.121,55357,3,14.0-15.0,3150210,25201680,0.054,0,2143,0.000,0
20250616032735,192.168.0.131,5111,192.168.0.121,55357,3,15.0-16.0,3151680,25213440,0.056,0,2144,0.000,4
20250616032736,192.168.0.131,5111,192.168.0.121,55357,3,16.0-17.0,3151680,25213440,0.048,0,2144,0.000,3
20250616032737,192.168.0.131,5111,192.168.0.121,55357,3,17.0-18.0,3151680,25213440,0.074,0,2144,0.000,4
20250616032738,192.168.0.131,5111,192.168.0.121,55357,3,18.0-19.0,3151680,25213440,0.072,0,2144,0.000,0
20250616032739,192.168.0.131,5111,192.168.0.121,55357,3,19.0-20.0,3150210,25201680,0.068,0,2143,0.000,2
20250616032740,192.168.0.131,5111,192.168.0.121,55357,3,20.0-21.0,3151680,25213440,0.069,0,2144,0.000,3
20250616032741,192.168.0.131,5111,192.168.0.121,55357,3,21.0-22.0,3151680,25213440,0.056,0,2144,0.000,1
20250616032742,192.168.0.131,5111,192.168.0.121,55357,3,22.0-23.0,3151680,25213440,0.055,0,2144,0.000,1
20250616032743,192.168.0.131,5111,192.168.0.121,55357,3,23.0-24.0,3151680,25213440,0.076,0,2144,0.000,3
20250616032744,192.168.0.131,5111,192.168.0.121,55357,3,24.0-25.0,3150210,25201680,0.050,0,2143,0.000,0
20250616032745,192.168.0.131,5111,192.168.0.121,55357,3,25.0-26.0,3151680,25213440,0.066,0,2144,0.000,0
20250616032746,192.168.0.131,5111,192.168.0.121,55357,3,26.0-27.0,3151680,25213440,0.063,0,2144,0.000,2
20250616032747,192.168.0.131,5111,192.168.0.121,55357,3,27.0-28.0,3151680,25213440,0.076,0,2144,0.000,1
20250616032748,192.168.0.131,5111,192.168.0.121,55357,3,28.0-29.0,3150210,25201680,0.055,0,2143,0.000,2
20250616032749,192.168.0.131,5111,192.168.0.121,55357,3,29.0-30.0,3153150,25225200,0.065,0,2145,0.000,25
20250616032750,192.168.0.131,5111,192.168.0.121,55357,3,0.0-31.0,97693260,25211753,0.066,0,66458,0.000,82
20250616032753,192.168.0.131,5111,192.168.0.121,44038,4,0.0-1.0,2698920,21591360,0.049,0,1836,0.000,0
20250616032754,192.168.0.131,5111,192.168.0.121,44038,4,1.0-2.0,2698920,21591360,0.059,0,1836,0.000,1
20250616032755,192.168.0.131,5111,192.168.0.121,44038,4,2.0-3.0,2697450,21579600,0.058,0,1835,0.000,0
20250616032756,192.168.0.131,5111,192.168.0.121,44038,4,3.0-4.0,2698920,21591360,0.075,0,1836,0.000,0
20250616032757,192.168.0.131,5111,192.168.0.121,44038,4,4.0-5.0,2697450,21579600,0.081,0,1835,0.000,3
20250616032758,192.168.0.131,5111,192.168.0.121,44038,4,5.0-6.0,2698920,21591360,0.051,0,1836,0.000,1
20250616032759,192.168.0.131,5111,192.168.0.121,44038,4,6.0-7.0,2697450,21579600,0.077,0,1835,0.000,0
20250616032800,192.168.0.131,5111,192.168.0.121,44038,4,7.0-8.0,2697450,21579600,0.072,0,1835,0.000,0
20250616032801,192.168.0.131,5111,192.168.0.121,44038,4,8.0-9.0,2698920,21591360,0.057,0,1836,0.000,0
