20250616034848,192.168.0.133,5113,192.168.0.123,37849,3,0.0-1.0,1436190,11489520,0.122,0,977,0.000,0
20250616034849,192.168.0.133,5113,192.168.0.123,37849,3,1.0-2.0,1434720,11477760,0.091,0,976,0.000,0
20250616034850,192.168.0.133,5113,192.168.0.123,37849,3,2.0-3.0,1434720,11477760,0.080,0,976,0.000,0
20250616034851,192.168.0.133,5113,192.168.0.123,37849,3,3.0-4.0,1284780,10278240,0.790,0,874,0.000,5
20250616034852,192.168.0.133,5113,192.168.0.123,37849,3,4.0-5.0,1511160,12089280,0.092,0,1028,0.000,1
20250616034853,192.168.0.133,5113,192.168.0.123,37849,3,5.0-6.0,1506750,12054000,0.093,0,1025,0.000,0
20250616034854,192.168.0.133,5113,192.168.0.123,37849,3,6.0-7.0,1434720,11477760,0.070,0,976,0.000,0
20250616034855,192.168.0.133,5113,192.168.0.123,37849,3,7.0-8.0,1433250,11466000,0.075,0,975,0.000,0
20250616034856,192.168.0.133,5113,192.168.0.123,37849,3,8.0-9.0,1434720,11477760,0.092,0,976,0.000,0
20250616034857,192.168.0.133,5113,192.168.0.123,37849,3,9.0-10.0,1434720,11477760,0.078,0,976,0.000,0
20250616034858,192.168.0.133,5113,192.168.0.123,37849,3,10.0-11.0,1433250,11466000,0.068,0,975,0.000,0
20250616034859,192.168.0.133,5113,192.168.0.123,37849,3,11.0-12.0,1436190,11489520,0.078,0,977,0.000,0
20250616034900,192.168.0.133,5113,192.168.0.123,37849,3,12.0-13.0,1433250,11466000,0.108,0,975,0.000,0
20250616034901,192.168.0.133,5113,192.168.0.123,37849,3,13.0-14.0,1434720,11477760,0.132,0,976,0.000,0
20250616034902,192.168.0.133,5113,192.168.0.123,37849,3,14.0-15.0,1434720,11477760,0.087,0,976,0.000,1
20250616034903,192.168.0.133,5113,192.168.0.123,37849,3,15.0-16.0,1434720,11477760,0.114,0,976,0.000,0
20250616034904,192.168.0.133,5113,192.168.0.123,37849,3,16.0-17.0,1433250,11466000,0.112,0,975,0.000,0
20250616034905,192.168.0.133,5113,192.168.0.123,37849,3,17.0-18.0,1284780,10278240,0.313,0,874,0.000,6
20250616034906,192.168.0.133,5113,192.168.0.123,37849,3,18.0-19.0,1511160,12089280,0.096,0,1028,0.000,1
20250616034907,192.168.0.133,5113,192.168.0.123,37849,3,19.0-20.0,1508220,12065760,0.086,0,1026,0.000,1
20250616034908,192.168.0.133,5113,192.168.0.123,37849,3,20.0-21.0,1433250,11466000,0.093,0,975,0.000,1
20250616034909,192.168.0.133,5113,192.168.0.123,37849,3,21.0-22.0,1434720,11477760,0.103,0,976,0.000,1
20250616034910,192.168.0.133,5113,192.168.0.123,37849,3,22.0-23.0,1434720,11477760,0.101,0,976,0.000,3
20250616034911,192.168.0.133,5113,192.168.0.123,37849,3,23.0-24.0,1434720,11477760,0.057,0,976,0.000,0
20250616034912,192.168.0.133,5113,192.168.0.123,37849,3,24.0-25.0,1433250,11466000,0.077,0,975,0.000,0
20250616034913,192.168.0.133,5113,192.168.0.123,37849,3,25.0-26.0,1434720,11477760,0.075,0,976,0.000,0
20250616034914,192.168.0.133,5113,192.168.0.123,37849,3,26.0-27.0,1434720,11477760,0.091,0,976,0.000,0
20250616034915,192.168.0.133,5113,192.168.0.123,37849,3,27.0-28.0,1434720,11477760,0.083,0,976,0.000,1
20250616034916,192.168.0.133,5113,192.168.0.123,37849,3,28.0-29.0,1434720,11477760,0.091,0,976,0.000,0
20250616034917,192.168.0.133,5113,192.168.0.123,37849,3,29.0-30.0,1433250,11466000,0.088,0,975,0.000,0
20250616034918,192.168.0.133,5113,192.168.0.123,37849,3,30.0-31.0,1328880,10631040,0.256,0,904,0.000,9
20250616034918,192.168.0.133,5113,192.168.0.123,37849,3,0.0-31.1,44466030,11450090,0.205,0,30249,0.000,30
20250616034921,192.168.0.133,5113,192.168.0.123,35405,4,0.0-1.0,1599360,12794880,0.083,0,1088,0.000,0
20250616034922,192.168.0.133,5113,192.168.0.123,35405,4,1.0-2.0,1597890,12783120,0.079,0,1087,0.000,1
20250616034923,192.168.0.133,5113,192.168.0.123,35405,4,2.0-3.0,1593480,12747840,0.152,0,1084,0.000,6
20250616034924,192.168.0.133,5113,192.168.0.123,35405,4,3.0-4.0,1603770,12830160,0.142,0,1091,0.000,0
20250616034925,192.168.0.133,5113,192.168.0.123,35405,4,4.0-5.0,1597890,12783120,0.076,0,1087,0.000,1
20250616034926,192.168.0.133,5113,192.168.0.123,35405,4,5.0-6.0,1599360,12794880,0.073,0,1088,0.000,0
20250616034927,192.168.0.133,5113,192.168.0.123,35405,4,6.0-7.0,1597890,12783120,0.086,0,1087,0.000,0
